# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
# MP Gain and Loss counts
branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	exp01	exp10
t637000135_Hyphomonas_neptunium	0.799302	3.59193	0	0	21	55
t637000157_Maricaulis_maris	0.728439	3.52107	0	0	26	113
N230	0.598236	3.03004	0.401418	1	43	33
N231	0.0685204	3.09856	0.332898	1	13	31
t640427138_Rhodobacter_sphaeroides	0.332898	3.43146	0	0	51	104
t2511231195_Paracoccus_denitrificans	0.744951	3.84351	0	0	88	85
t639633056_Roseobacter_denitrificans	0.643155	3.67319	0	0	55	97
N232	0.276355	2.63539	0.793256	3	37	23
N233	0.387033	3.02242	0.440851	2	33	27
N234	0.0692124	3.09163	0.371639	1	1	34
t2512875024_Mesorhizobium_loti	0.673746	3.76538	0	0	66	36
N235	0.128714	3.22035	0.242925	2	0	180
N236	0.491908	3.71226	0.191262	1	1	291
N237	0.101382	3.81364	0.0898799	1	0	3
t637000027_Bartonella_henselae	0.0898799	3.90352	0	0	0	2
t637000028_Bartonella_quintana	0.090892	3.90453	0	0	0	17
t639633009_Bartonella_bacilliformis	0.213194	3.92545	0	0	2	28
N238	0.236238	3.45659	0.0066869	1	27	5
N239	0.00632473	3.46291	0.0110287	1	3	0
t637000040_Brucella_melitensis	0.0131387	3.47605	0	0	11	3
t645058845_Brucella_suis	0.0110287	3.47394	0	0	0	13
t645058842_Brucella_abortus	0.0066869	3.46327	0	0	1	27
N240	0.254173	3.2766	0.234796	1	24	18
t650716086_Sinorhizobium_meliloti	0.234796	3.51139	0	0	26	48
N241	0.0570615	3.33366	0.253032	1	18	32
t639279302_Agrobacterium_tumefaciens	0.267907	3.60156	0	0	35	95
N242	0.205004	3.53866	0.0480283	1	20	22
t642979300_Rhizobium_etli	0.341885	3.88055	0	0	16	41
t644736401_Rhizobium_leguminosarum	0.0480283	3.58669	0	0	34	23
N243	0.560635	3.19602	0.232621	2	14	71
N244	0.170722	3.36675	0.0618988	1	4	190
t637000192_Nitrobacter_hamburgensis	0.0618988	3.42865	0	0	7	13
t637000193_Nitrobacter_winogradskyi	0.111115	3.47786	0	0	4	54
N245	0.0355831	3.23161	0.244586	1	31	13
t649633091_Rhodopseudomonas_palustris	0.251702	3.48331	0	0	68	103
t637000038_Bradyrhizobium_japonicum	0.244586	3.47619	0	0	98	21
