# Gain and Loss
branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	exp01	exp10
t637000165_Methylobacillus_flagellatus	0.08933	0.3038	0	0	75.63	166.4
N207	0.0755	0.2766	0.02014	1	51.42	170.7
t637000197_Nitrosospira_multiformis	0.02014	0.2967	0	0	16.9	29.7
N208	0.02069	0.2972	0.006653	1	12.04	37.73
t637000195_Nitrosomonas_europaea	0.006653	0.3039	0	0	3.735	10.84
t637000196_Nitrosomonas_eutropha	0.01536	0.3126	0	0	19.55	14.66
N209	0.01864	0.1224	0.09337	3	42.77	46.72
N210	0.3867	0.509	0.1092	2	298.2	874.6
N211	0.1797	0.6887	0.00237	1	123.5	213.4
t640753044_Rickettsia_bellii	0.00237	0.6911	0	0	2.126	1.096
N212	1e-07	0.6887	0.003862	2	4.275e-05	7.991e-05
N213	0.008059	0.6968	0.00246	1	0.493	11.45
t637000245_Rickettsia_prowazekii	0.00246	0.6992	0	0	0.03581	3.053
t2512564075_Rickettsia_typhi	0.004001	0.7008	0	0	1.118	5.135
N214	0.0005599	0.6893	0.003302	1	0.7531	0.02838
t637000244_Rickettsia_felis	0.003302	0.6926	0	0	5.364	0.05841
t637000243_Rickettsia_conorii	0.0057	0.695	0	0	1.177	6.872
N215	0.09917	0.6082	0.01006	1	53.36	124.6
t637000191_Neorickettsia_sennetsu	0.01987	0.6281	0	0	6.249	22.92
N216	8.948e-05	0.6083	0.009966	2	0.08933	0.05207
N217	0.00211	0.6104	0.008773	1	1.572	1.913
t637000009_Anaplasma_phagocytophilum	0.008773	0.6192	0	0	0.4284	9.8
t645058829_Anaplasma_marginale	0.009472	0.6199	0	0	16.19	0.5596
N218	0.009297	0.6176	0.0006697	1	7.581	5.304
N219	0.0007115	0.6183	1.007e-07	1	1.014	0.003336
t637000097_Ehrlichia_canis	1.007e-07	0.6183	0	0	2.925e-07	4.921e-09
t638341079_Ehrlichia_chaffeensis	0.0006862	0.619	0	0	0.002127	1.002
t639279308_Ehrlichia_ruminantium	0.0006697	0.6183	0	0	0.00245	0.9921
N220	0.004324	0.1267	0.08904	2	11.96	8.549
N221	0.08527	0.212	0.05153	1	56.5	314.7
N222	0.01215	0.2241	0.03938	1	9.332	29.29
N223	0.002361	0.2265	0.05196	1	2.378	4.794
t637000103_Erythrobacter_litoralis	0.05196	0.2784	0	0	25.89	125
t640427126_Novosphingobium_aromaticivorans	0.06186	0.2883	0	0	119.5	69.56
t637000271_Sphingopyxis_alaskensis	0.03938	0.2635	0	0	25.59	93.09
t637000356_Zymomonas_mobilis	0.1677	0.3797	0	0	121.9	336.4
N224	0.0003365	0.127	0.08871	2	0.897	0.5204
N225	0.007744	0.1348	0.09569	1	5.186	36.64
N226	0.03448	0.1693	0.06121	1	29.68	135.1
t637000155_Magnetospirillum_magneticum	0.0901	0.2594	0	0	98.04	217.2
t637000241_Rhodospirillum_rubrum	0.06121	0.2305	0	0	61.88	170.1
t637000122_Gluconobacter_oxydans	0.21	0.3448	0	0	165.4	548
N227	0.02529	0.1523	0.06342	3	61.13	36.76
N228	3.314e-05	0.1523	0.07958	2	0.03503	0.1034
N229	0.08914	0.2415	0.04134	1	53.63	331.3
t637000135_Hyphomonas_neptunium	0.04134	0.2828	0	0	30.65	96.38
t637000157_Maricaulis_maris	0.08109	0.3226	0	0	57.5	176.2
N230	0.02347	0.1758	0.05611	1	33.98	69.29
N231	0.0005997	0.1764	0.05551	1	0.6926	1.984
t640427138_Rhodobacter_sphaeroides	0.0588	0.2352	0	0	58.51	195.3
t2511231195_Paracoccus_denitrificans	0.05551	0.2319	0	0	77.44	158.2
t639633056_Roseobacter_denitrificans	0.05955	0.2354	0	0	69.97	179
N232	0.008009	0.1603	0.05541	3	12.5	21.65
N233	0.02214	0.1825	0.03327	2	31.39	75.22
N234	5.585e-06	0.1825	0.03931	1	0.00391	0.02014
t2512875024_Mesorhizobium_loti	0.03931	0.2218	0	0	66.22	106.7
N235	0.07479	0.2573	0.008018	2	41.13	259.5
N236	0.2869	0.5441	0.004716	1	180.1	517.1
N237	0.001293	0.5454	0.003423	1	0.5569	1.018
t637000027_Bartonella_henselae	0.009175	0.5546	0	0	12.84	2.428
t637000028_Bartonella_quintana	0.003423	0.5489	0	0	0.07635	4.668
t639633009_Bartonella_bacilliformis	0.01321	0.5574	0	0	4.984	16.04
N238	0.003691	0.261	0.004326	1	2.397	8.734
N239	1.008e-07	0.261	0.004326	1	0.0001101	2.807e-05
t637000040_Brucella_melitensis	0.004326	0.2653	0	0	9.724	2.515
t645058845_Brucella_suis	0.004815	0.2658	0	0	0.7534	14.54
t645058842_Brucella_abortus	0.0107	0.2717	0	0	1.504	31.29
N240	0.008841	0.1913	0.02443	1	13.74	29.5
t650716086_Sinorhizobium_meliloti	0.02443	0.2157	0	0	33.79	71.49
N241	0.008349	0.1997	0.02572	1	13.74	26.9
t639279302_Agrobacterium_tumefaciens	0.04056	0.2402	0	0	47	123.5
N242	0.01057	0.2102	0.01515	1	16.39	26.88
t642979300_Rhizobium_etli	0.01515	0.2254	0	0	17.03	50.08
t644736401_Rhizobium_leguminosarum	0.0154	0.2256	0	0	31.71	28.77
N243	0.0286	0.1889	0.03938	2	36.37	98.47
N244	0.09166	0.2806	0.00582	1	45.07	314.5
t637000192_Nitrobacter_hamburgensis	0.00582	0.2864	0	0	4.962	9.749
t637000193_Nitrobacter_winogradskyi	0.0294	0.31	0	0	14.07	62.86
N245	0.007942	0.1969	0.03144	1	15.38	16.45
t649633091_Rhodopseudomonas_palustris	0.05968	0.2566	0	0	71	169.1
t637000038_Bradyrhizobium_japonicum	0.03144	0.2283	0	0	73.49	59.61
